assets,AAPL,MSFT,GOOGL,AMZN,TSLA,JPM,BAC,V,PG,KO,WMT,PEP,CVX,XOM,SLB,BA,UPS,CAT,MMM,JNJ,PFE,MRNA,DIS,NFLX,T,NVDA,ORCL,INTC,LMT,GS,COST,BTC-USD,ETH-USD,LTC-USD,XRP-USD
AAPL,1.063905680294073,-0.3506326849830131,0.06447926986956733,0.03610939274064278,-0.037350936933906564,0.09216579658468675,-0.06779453109728514,0.4043280127306167,-0.0020506437857163522,0.8766311622408994,0.0010375998800963098,0.045056129320020316,-0.09161989212551566,0.02333731501458897,-0.047344480089116396,-0.4263033501047124,0.09320872630064886,0.016816359342242102,-0.011852696117299928,-0.3733094944778156,0.18485795582973455,0.0021462906094903782,-0.39391550831068894,-0.5130451033215189,0.32334967640890777,-0.34148946360761423,-0.05391883121669542,0.025781558239376813,-0.06668316068526618,0.11526307264636351,0.13037740738437273,0.009023696555210764,0.009273142598432293,0.09442782032967625,1.0654891855455229
MSFT,-0.3506326849830131,1.038742287266605,0.0010739449645576012,0.0019193673576983971,-0.01788469068960388,0.18693894686586973,0.018539987940254063,-0.20812135597734624,0.0820955224597919,0.8305557910190752,0.05339667106382852,0.06174509564215009,0.01852573672584538,-0.29390410167713027,0.013574467193545412,-0.2598019528117927,0.013657322579580048,-0.010655787097192093,0.05008970067857578,-0.13238747544509993,0.026912620615859233,0.0282828886206396,0.00889642787044805,-0.7687940362618877,0.173422771474385,0.10738942737486797,0.13282241434346673,-0.0021055216994134767,-0.016566504530787445,0.04721762283450585,-0.06367448271738615,0.008833965360813635,0.010143308556435278,0.04568133824364613,0.6802980877677782
GOOGL,0.06447926986956733,0.0010739449645576012,0.05768210117490464,-0.0028863292058623996,0.001381969595664993,0.002275469501576283,-0.03174430244404822,0.07165359042412918,0.013967498486873871,0.08248977160333579,-0.001661499269633757,0.022973623840874407,-0.07754062133065577,-0.009703202233503943,0.1289200603551828,-0.1124492501646466,-0.0064016124947059,9.816598912275943e-05,-0.0038636828186500815,-0.0007084982466053548,0.019627200311260105,-0.004809334504378616,0.05592439567974866,0.16302351779425348,0.019414117193648776,-0.008283226432410066,-0.016695296657857277,4.4719828676509584e-05,0.001475224736172819,0.0058918336714980256,-0.007315098799828515,0.0002651143224672224,0.002654622338830661,0.025524527572633397,-0.32446100289023017
AMZN,0.03610939274064278,0.001919367357698397,-0.002886329205862399,0.051829795228039176,0.0017816645229525023,-0.002252430629629935,0.021252096777368154,0.001022681864534614,0.01278437757802799,-0.06367518130608296,-0.003741163409227608,-0.012473055189015831,0.029470747733483026,0.009429931468180604,-0.011745420366562322,0.05967563754982761,0.033513419380982686,0.0008876330229772081,-0.004036915954340149,0.03131500206664345,0.0038447419425329194,-0.0044210267000429765,0.6590668847146648,-0.12574671154569325,0.03254712735708841,0.021193650894697352,-0.07369866245166526,0.006582313583370155,-0.007503053559863351,0.01057283050216866,-0.009352102176883282,-0.0006267631683777631,0.0018866331772415341,-0.006340620338737652,0.07405368358409875
TSLA,-0.037350936933906564,-0.017884690689603876,0.0013819695956649928,0.0017816645229525021,0.5839423264751461,-0.01091793213757377,0.007174352812510383,-0.0908214092012425,0.010792227617316125,0.1113914496730582,-0.012252451811171574,0.016482662153040496,-0.0786172078480745,0.4238378011898448,0.0020563707228170853,0.29854368197311476,0.025587286504389888,0.024582439924912824,-0.02044666172726182,0.004818888113532463,0.06141358080753055,-0.04130175504541776,0.008547827935342563,-0.14137096833774437,0.2782987526033115,-0.06196109870161873,0.029194487199762222,0.003537051440907348,-0.03949485610819559,-0.03476649910648633,0.3515466288168575,-0.0010149878771961844,-0.0174736117622569,0.00957964528214181,0.3941656658266074
JPM,0.09216579658468675,0.18693894686586973,0.002275469501576283,-0.0022524306296299347,-0.01091793213757377,0.6525363148906378,-0.048949385611413224,0.3179888204449653,0.026237636429092402,0.060253244178691864,0.03991219497356413,-0.008137321922612272,-0.20624424785736137,0.10516290803306635,-1.1231806805401712,0.44823202673128765,0.0811191327248657,0.008691755745057459,0.007395162466712627,0.1466748915539928,-0.011677021251716123,-0.01747007744821898,-0.23236911730993184,1.4328435555079588,0.026085418860754165,-0.010390120874408196,0.09436213541115865,-0.025726900862248086,0.002058704644806914,0.0342062666005019,-0.038604168444066604,0.0011791164053935371,0.11072505742843927,0.054406678669434404,-0.10811641435664164
BAC,-0.06779453109728514,0.018539987940254063,-0.03174430244404821,0.021252096777368154,0.007174352812510384,-0.04894938561141323,5.688053489917183,0.6922720716008313,0.13034510185310488,-0.3800170096231434,0.035760265530650266,-0.10872612330517165,-0.7879042367643472,0.35365244540259183,-0.9375295375860384,0.6964241658666106,-0.1496093325519692,0.006973960432779059,-0.01652219144863316,0.10617171894990889,-0.1669207524809601,-0.01420165725013053,0.08719049258776007,-8.952079798930109,0.48637738227673344,0.35577447851974464,0.19778244803334744,0.019785001395129606,-0.361682362107297,-0.05363538381343979,-0.03345126931952892,0.0135074033515818,0.033177216700935645,0.11688583670270136,-0.5634437072571038
V,0.40432801273061664,-0.20812135597734627,0.07165359042412917,0.001022681864534614,-0.0908214092012425,0.3179888204449653,0.6922720716008312,3.808875870351007,0.1726728887990052,6.451054439604333,0.04352144765010328,0.14559014374021131,0.03707082049478261,0.4509607197980935,-0.06931844515077829,-3.497968433346257,-0.021230163008958164,0.010697565790458012,-0.014010787837470692,0.531198545181963,0.10937399672487229,-0.2302398208080584,-0.30135829016075294,-0.7247657380041931,0.8305911823444735,-4.193435789857163,0.1452245872809385,0.046770287746658055,-0.15096950734228826,0.16491206096191655,-0.01374023517651761,-0.0056997483110465316,0.10124361199377033,0.6420255925439728,-0.042306865835812765
PG,-0.0020506437857163522,0.0820955224597919,0.013967498486873871,0.01278437757802799,0.010792227617316125,0.026237636429092402,0.13034510185310488,0.17267288879900522,1.4130659840882116,8.995153828322158,-0.049742371144303806,-0.0007642222808513737,-1.726131335299518,-0.07834709671284319,-0.06239078806332776,2.0361565599457783,-0.5970996916090372,0.012456119703400183,0.008911917078803275,0.029876077986668036,0.19130194051979632,-0.03355746389439414,-0.0013574142329190522,-4.4049114659226705,0.09374119265753116,0.6832822988518501,0.02041339871552236,0.02703629292256914,-0.21371291598158898,0.05637062453686588,-0.045501756831269904,-0.0004552275086935259,0.025827958044692876,0.03231984013441681,0.07022584987985334
KO,0.8766311622408994,0.8305557910190752,0.08248977160333579,-0.06367518130608296,0.11139144967305818,0.06025324417869186,-0.38001700962314344,6.451054439604333,8.995153828322158,43.71253639947295,-0.626431014958378,0.047937327914964994,2.066020620662934,-5.9406330348906105,0.4424848772900461,4.316407316629231,-2.1301042202884073,0.04974190182534789,-0.01716699283940752,1.6023307056705474,1.2901294372586618,0.06834341365731847,-0.19162091011605226,0.5667746086314336,3.0454426493152376,-2.2538257075233097,0.44273729948225965,0.5455100095139439,6.02896191494354,0.19350311616707522,-1.313887163669699,-0.0437931038798901,0.16668932979659254,-0.13508477285819498,1.6796475671734592
