assets,AAPL,MSFT,GOOGL,AMZN,TSLA,JPM,BAC,V,PG,KO,WMT,PEP,CVX,XOM,SLB,BA,UPS,CAT,MMM,JNJ,PFE,MRNA,DIS,NFLX,T,NVDA,ORCL,INTC,LMT,GS,COST,BTC-USD,ETH-USD,LTC-USD,XRP-USD
AAPL,15.8430056336148,-0.15240948713406527,0.029797136096404338,0.05383175113502587,0.01677494242976103,0.04570579005420698,-0.9544305332440414,0.1180656990260665,-0.022312319575172695,-0.9681546225534639,-0.026061590976210358,-0.07134372047391657,-1.0076401363770844,-0.14355286310455342,-0.8492457063393554,-0.46198505294051423,0.005010974009877353,0.7946749543508729,-0.21618146283668088,-4.888112941457103,-0.0867926655052876,1.9954311182188489,-0.0686780443026939,0.10908897035306188,0.019785436056623442,1.4923559188080924,0.08104790533770423,-16.227965761885056,-0.18860231520055884,0.27361076604785983,-0.03752340794144004,0.1485457636939522,0.0031692036821394888,0.03914230989798967,-0.10248203102621321
MSFT,-0.1524094871340653,0.3105226269579049,0.015439429383579614,0.003329569585618834,-0.0024925235968915067,0.0597745610294722,0.8205692147985281,0.010023520271062722,-0.0011337902543465568,-0.10147270463779565,-0.003107821541698282,0.010904419965369368,0.48914567419773036,0.0004634676369890148,0.0801213574803806,-0.09157956184158982,0.009245706111043028,-0.0367820389192698,-6.606538136462923e-05,0.04037388844524496,-0.07831810306476067,0.01652231187590692,-0.018267480155942168,-0.00032737819253926824,0.0012290604786186848,0.017634707196779932,0.006628375823958999,-0.010776957528894722,0.001981962999516227,0.01520073326965268,0.005029982087559417,0.03498667824515332,-0.0002511516993725222,0.0018078886621463943,-0.0701440923499469
GOOGL,0.029797136096404338,0.015439429383579612,0.018598651416470664,-0.017183952355537307,0.0008665858048695548,0.01992151006761097,0.0026444987088107825,9.560836204368776e-05,-0.0036798779473694514,-0.09485354102764111,0.007062037048739093,0.00797021393007105,0.1978775795560912,0.009604763017675516,0.06916789874691315,-0.0415455476685647,0.005862576272073574,-0.012006760893686593,0.0005924247440704122,0.013033673021918556,-4.8203745372160755e-05,0.00721622552675988,-0.004281643235118175,0.00032064729146947526,0.0007342673377268861,0.0500758355178229,-0.0004899885143569395,-0.36581934371059416,-0.0026031897589697214,0.006783480542453976,0.0028279533976063764,0.020047464751140127,-0.0003625082483050495,0.0016800754972274255,-0.06622803929327015
AMZN,0.05383175113502586,0.003329569585618834,-0.017183952355537303,14.69153342586347,0.017237724476873533,-0.06714366112269396,-1.5186253457953818,0.6486681095445667,-0.017074693506440072,-0.40103132935842417,-0.09718831560753419,-0.041211218499291186,0.272667319969013,-0.02202153659181148,-0.5166796937529895,-0.22580449551122095,0.019607911248669226,0.11799730077769346,0.016016374329403213,0.028328944714379627,-0.3328769618837782,-0.21508722000464328,-0.01808425560288596,0.2740895544315406,-0.005065171183312321,0.021365825334857907,0.03622875017319136,-0.47499217444012903,0.00595121198113168,0.09456288960389332,0.018300219279025587,-0.014101080448080902,0.010995618999844003,0.04333703459608816,0.0337827784884965
TSLA,0.016774942429761033,-0.0024925235968915067,0.0008665858048695547,0.017237724476873537,0.03919051351532064,-0.002177547380635492,-0.09653788379799558,-0.12743936155665733,0.01955364409216609,-0.06502357625360607,-0.005215038941192116,-0.0018003344871469664,-0.041376015283112,0.006955943147193874,-0.004984132456164689,0.0022847105234065023,0.0001279046118083036,0.01524200975136385,0.00020285411142021987,-0.040805369259660954,5.021507234881019e-05,0.01948942510352849,0.002505839848043908,-0.002349457893972186,-0.00020523990331658605,0.08359565352091608,-0.008683161933151934,-0.0008072489561186472,-0.0025681307504103845,0.02788526592529977,5.6976934849776005e-05,0.004739557558950999,-0.00011764759237940662,0.0036845763242997548,0.0003660171579612153
JPM,0.04570579005420698,0.0597745610294722,0.01992151006761097,-0.06714366112269396,-0.002177547380635492,1.6997901039409868,2.5409258598343945,0.10324368962162385,0.06171475474940817,0.29450445032917655,0.29360727869429404,0.10773321282528406,0.8261815164072172,0.03846007834885498,1.2543451096840472,0.051903201111596665,0.10944575458599888,-0.24695579827042347,0.21077562113267284,0.34137699588375636,0.16086706408718476,-0.025436904110878098,0.05551872432331194,0.01511044317395449,0.004520562646762161,0.11688192862497122,-0.505034951834923,0.16359918982630237,0.14448927151596774,-0.2567867019315502,0.03397779154399199,0.31390305999809565,0.005058525188112334,0.016783917376569375,-0.020969455912017893
BAC,-0.9544305332440414,0.8205692147985281,0.002644498708810783,-1.5186253457953818,-0.09653788379799559,2.5409258598343945,28.144661622728986,0.14115887496084253,-0.2954326158472198,1.0854374626439873,-0.10325249391433503,-0.24168756525758528,0.3856681504977621,-0.08916194553923376,2.781432016437895,-0.5975550501484121,0.025448538159477688,-0.11171619024373282,-0.06342104341008269,-0.4665765218067654,0.17377193512402567,-0.8711068260315837,0.2067812853554709,0.1159142154699568,0.016465777136305326,-0.2639190637312489,0.017196312487969077,0.4414368512983737,0.003906975039077974,-1.5888489851841239,-0.22476902522403797,0.28618229763675734,-0.005467761614650446,0.07246062579720831,0.08581344752412598
V,0.1180656990260665,0.010023520271062722,9.560836204368776e-05,0.6486681095445667,-0.12743936155665733,0.10324368962162386,0.14115887496084256,0.6534853290858044,-0.0021897695525747224,0.07335162015524073,0.04047252616904037,0.018810166269870494,0.11217928608189882,-0.007401074521679438,-0.07438082446530926,0.03854370441625273,-0.00776502519413936,-0.10911178440893338,0.009592545842353264,0.048123340647135915,0.1164572988426461,-0.04626959221738466,-0.01602840759036836,-0.0026997303824892556,0.00030156360124267145,-0.10083708199429903,-0.049832963052431775,0.004020438850041734,0.024074853278978015,-0.13319851885684564,0.0008379965789439979,0.06264474399890753,-0.0009173633939814949,0.042280063752324765,-0.03641707536152377
PG,-0.022312319575172698,-0.0011337902543465568,-0.003679877947369451,-0.01707469350644007,0.01955364409216609,0.06171475474940817,-0.29543261584721975,-0.0021897695525747224,1.0054578645280068,-0.19577668976043294,0.06514293270640681,0.023339780834629623,0.2894205797260083,0.03577636633564494,0.37993019912426906,-0.049373264472124694,0.006984620675553398,0.13935521378330992,0.016793148528804137,0.06619101939036229,0.43399454206516513,-0.0215765408295445,0.056517681630999315,-0.008328802415086012,-0.009086094711402865,0.2953358077147576,-0.08239209553551581,-0.1610921013020656,0.17744634323018227,-0.23412855837102295,6.306155753854857e-05,-0.08877550710296427,0.0003803517486052081,0.009784498126347076,0.06434647581770336
KO,-0.968154622553464,-0.10147270463779565,-0.09485354102764113,-0.4010313293584241,-0.06502357625360607,0.29450445032917655,1.0854374626439873,0.07335162015524074,-0.19577668976043294,22.564770487332424,-1.081070613580118,-0.09636644281258008,-5.548335888716747,-0.6123044987216758,-7.855876846670247,0.36021979518117936,-0.6166315088962456,2.4090300004852545,-0.17933329226953426,3.573020764355834,3.9457003111751536,0.09601654616359113,-0.4546834473812597,0.02743982183501849,-0.11869726560978733,-0.6423315120013283,-0.4072949758962731,-0.2624910784875934,-0.05290455072092357,-0.08001411945865218,-0.025872346786294746,0.19877087607067598,-0.00855909891617338,0.12412773217890881,0.47707228721036865
